participantId,trialId,trialOrder,responseId,stage,status,rejectReason,description,rejectTime,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,startTime,endTime,responseMin,responseMax,configHash,meta
59fa3f3705d1d60001f149da,Platelet_further_table,2.0,windowEvents,prolific full,,,,,,,,"{""focus"":4,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":48,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":4,""visibility"":0}",,,,,,,,,
59fa3f3705d1d60001f149da,ALT_slightly_table,3.0,ALT_slightly_table_alarming,prolific full,completed,,,,100.0,,How alarming does this alanine aminotransferase (ALT) result feel to you?,5,,9454.0,9454.0,2026-04-21T16:37:11.512Z,2026-04-21T16:37:20.966Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""ALT_slightly_table"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,ALT_slightly_table,3.0,ALT_slightly_table_urgency,prolific full,completed,,,,100.0,,How urgent of an issue is this alanine aminotransferase (ALT) result?,5,,9454.0,9454.0,2026-04-21T16:37:11.512Z,2026-04-21T16:37:20.966Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""ALT_slightly_table"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,ALT_slightly_table,3.0,ALT_slightly_table_action,prolific full,completed,,,,100.0,,Which of the following best describes what you would do in response to your ALT test result?,Go to a hospital as soon as you can get free later today,,9454.0,9454.0,2026-04-21T16:37:11.512Z,2026-04-21T16:37:20.966Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""ALT_slightly_table"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,ALT_slightly_table,3.0,windowEvents,prolific full,,,,,,,,"{""focus"":5,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":43,""mousedown"":7,""mouseup"":6,""resize"":0,""scroll"":6,""visibility"":0}",,,,,,,,,
59fa3f3705d1d60001f149da,ALT_further_table,4.0,ALT_further_table_alarming,prolific full,completed,,,,100.0,,How alarming does this alanine aminotransferase (ALT) result feel to you?,6,,16207.0,16207.0,2026-04-21T16:37:21.585Z,2026-04-21T16:37:37.792Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""ALT_further_table"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,ALT_further_table,4.0,ALT_further_table_urgency,prolific full,completed,,,,100.0,,How urgent of an issue is this alanine aminotransferase (ALT) result?,6,,16207.0,16207.0,2026-04-21T16:37:21.585Z,2026-04-21T16:37:37.792Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""ALT_further_table"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,ALT_further_table,4.0,ALT_further_table_action,prolific full,completed,,,,100.0,,Which of the following best describes what you would do in response to your ALT test result?,Go to a hospital immediately,,16207.0,16207.0,2026-04-21T16:37:21.585Z,2026-04-21T16:37:37.792Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""ALT_further_table"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,ALT_further_table,4.0,windowEvents,prolific full,,,,,,,,"{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":42,""mousedown"":5,""mouseup"":6,""resize"":0,""scroll"":11,""visibility"":0}",,,,,,,,,
59fa3f3705d1d60001f149da,Creatinine_slightly_table,5.0,Creatinine_slightly_table_alarming,prolific full,completed,,,,100.0,,How alarming does this serum creatinine result feel to you?,4,,12086.0,12086.0,2026-04-21T16:37:38.308Z,2026-04-21T16:37:50.394Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""Creatinine_slightly_table"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,Creatinine_slightly_table,5.0,Creatinine_slightly_table_urgency,prolific full,completed,,,,100.0,,How urgent of an issue is this serum creatinine result?,4,,12086.0,12086.0,2026-04-21T16:37:38.308Z,2026-04-21T16:37:50.394Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""Creatinine_slightly_table"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,Creatinine_slightly_table,5.0,Creatinine_slightly_table_action,prolific full,completed,,,,100.0,,Which of the following best describes what you would do in response to your serum creatinine test result?,Go to a hospital or your doctor’s office tomorrow,,12086.0,12086.0,2026-04-21T16:37:38.308Z,2026-04-21T16:37:50.394Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""Creatinine_slightly_table"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,Creatinine_slightly_table,5.0,windowEvents,prolific full,,,,,,,,"{""focus"":4,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":35,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":6,""visibility"":0}",,,,,,,,,
59fa3f3705d1d60001f149da,Creatinine_further_table,6.0,Creatinine_further_table_alarming,prolific full,completed,,,,100.0,,How alarming does this serum creatinine result feel to you?,3,,54184.0,54184.0,2026-04-21T16:37:50.870Z,2026-04-21T16:38:45.054Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""Creatinine_further_table"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,Creatinine_further_table,6.0,Creatinine_further_table_urgency,prolific full,completed,,,,100.0,,How urgent of an issue is this serum creatinine result?,4,,54184.0,54184.0,2026-04-21T16:37:50.870Z,2026-04-21T16:38:45.054Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""Creatinine_further_table"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,Creatinine_further_table,6.0,Creatinine_further_table_action,prolific full,completed,,,,100.0,,Which of the following best describes what you would do in response to your serum creatinine test result?,Go to a hospital or your doctor’s office tomorrow,,54184.0,54184.0,2026-04-21T16:37:50.870Z,2026-04-21T16:38:45.054Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""Creatinine_further_table"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,Creatinine_further_table,6.0,windowEvents,prolific full,,,,,,,,"{""focus"":4,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":99,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":10,""visibility"":0}",,,,,,,,,
59fa3f3705d1d60001f149da,final-questions,7.0,q1,prolific full,completed,,,,100.0,,"In your opinion, how well did these images describe the test results?",2,,13131.0,13131.0,2026-04-21T16:38:45.738Z,2026-04-21T16:38:58.869Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""final-questions"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,final-questions,7.0,q2,prolific full,completed,,,,100.0,,How helpful were these images in helping you to understand the test results?,2,,13131.0,13131.0,2026-04-21T16:38:45.738Z,2026-04-21T16:38:58.869Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""final-questions"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,final-questions,7.0,q3,prolific full,completed,,,,100.0,,"If you were receiving laboratory test results in real life, would you like to see the test results presented using this type of image?",3,,13131.0,13131.0,2026-04-21T16:38:45.738Z,2026-04-21T16:38:58.869Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""final-questions"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,final-questions,7.0,q4,prolific full,completed,,,,100.0,,How much would you trust what these images are telling you about your health?,2,,13131.0,13131.0,2026-04-21T16:38:45.738Z,2026-04-21T16:38:58.869Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""final-questions"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,final-questions,7.0,windowEvents,prolific full,,,,,,,,"{""focus"":5,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":69,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":6,""visibility"":0}",,,,,,,,,
59fa3f3705d1d60001f149da,demographic-questions,8.0,q1-age,prolific full,completed,,,,100.0,,Please enter your age:,33,,23883.0,23883.0,2026-04-21T16:38:59.557Z,2026-04-21T16:39:23.440Z,0.0,100.0,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""demographic-questions"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,demographic-questions,8.0,q2-age,prolific full,completed,,,,100.0,,Please select your gender:,Male,,23883.0,23883.0,2026-04-21T16:38:59.557Z,2026-04-21T16:39:23.440Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""demographic-questions"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,demographic-questions,8.0,q3-ethnicity,prolific full,completed,,,,100.0,,Please select your ethnicity:,Not Hispanic or Latino,,23883.0,23883.0,2026-04-21T16:38:59.557Z,2026-04-21T16:39:23.440Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""demographic-questions"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,demographic-questions,8.0,q4-race,prolific full,completed,,,,100.0,,Please select your race(s):,"[""White""]",,23883.0,23883.0,2026-04-21T16:38:59.557Z,2026-04-21T16:39:23.440Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""demographic-questions"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,demographic-questions,8.0,q5-educationlevel,prolific full,completed,,,,100.0,,Please select your highest completed level of education:,Bachelor's degree,,23883.0,23883.0,2026-04-21T16:38:59.557Z,2026-04-21T16:39:23.440Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""demographic-questions"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,demographic-questions,8.0,windowEvents,prolific full,,,,,,,,"{""focus"":6,""input"":5,""keydown"":8,""keyup"":5,""mousemove"":82,""mousedown"":10,""mouseup"":10,""resize"":0,""scroll"":7,""visibility"":0}",,,,,,,,,
59fa3f3705d1d60001f149da,subjective-numeracy-scale,9.0,sns1,prolific full,completed,,,,100.0,,How good are you at working with fractions?,2,,27597.0,27597.0,2026-04-21T16:39:24.090Z,2026-04-21T16:39:51.687Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""subjective-numeracy-scale"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,subjective-numeracy-scale,9.0,sns2,prolific full,completed,,,,100.0,,How good are you at working with percentages?,2,,27597.0,27597.0,2026-04-21T16:39:24.090Z,2026-04-21T16:39:51.687Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""subjective-numeracy-scale"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,subjective-numeracy-scale,9.0,sns3,prolific full,completed,,,,100.0,,How good are you at calculating a 15% tip?,3,,27597.0,27597.0,2026-04-21T16:39:24.090Z,2026-04-21T16:39:51.687Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""subjective-numeracy-scale"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,subjective-numeracy-scale,9.0,sns4,prolific full,completed,,,,100.0,,How good are you at figuring out how much a shirt will cost if it is 25% off?,3,,27597.0,27597.0,2026-04-21T16:39:24.090Z,2026-04-21T16:39:51.687Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""subjective-numeracy-scale"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,subjective-numeracy-scale,9.0,sns5,prolific full,completed,,,,100.0,,"When reading the newspaper, how helpful do you find tables and graphs that are parts of a story?",4,,27597.0,27597.0,2026-04-21T16:39:24.090Z,2026-04-21T16:39:51.687Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""subjective-numeracy-scale"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,subjective-numeracy-scale,9.0,sns6,prolific full,completed,,,,100.0,,"When people tell you the chance of something happening, do you prefer that they use words (""it rarely happens"") or numbers (""there's a 1% chance"")?",3,,27597.0,27597.0,2026-04-21T16:39:24.090Z,2026-04-21T16:39:51.687Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""subjective-numeracy-scale"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,subjective-numeracy-scale,9.0,sns7,prolific full,completed,,,,100.0,,"When you hear a weather forecast, do you prefer predictions using percentages (e.g., ""there will be a 20% chance of rain today"") or predictions using only words (e.g., ""there is a small chance of rain today"")?",2,,27597.0,27597.0,2026-04-21T16:39:24.090Z,2026-04-21T16:39:51.687Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""subjective-numeracy-scale"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,subjective-numeracy-scale,9.0,sns8,prolific full,completed,,,,100.0,,How often do you find numerical information to be useful?,3,,27597.0,27597.0,2026-04-21T16:39:24.090Z,2026-04-21T16:39:51.687Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""subjective-numeracy-scale"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,subjective-numeracy-scale,9.0,windowEvents,prolific full,,,,,,,,"{""focus"":9,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":111,""mousedown"":10,""mouseup"":10,""resize"":0,""scroll"":20,""visibility"":0}",,,,,,,,,
59fa3f3705d1d60001f149da,chews-screening-question,10.0,csq,prolific full,completed,,,,100.0,,How confident are you filling out forms by yourself?,4,,3993.0,3993.0,2026-04-21T16:39:52.329Z,2026-04-21T16:39:56.322Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,
59fa3f3705d1d60001f149da,chews-screening-question,10.0,windowEvents,prolific full,,,,,,,,"{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":20,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":1,""visibility"":0}",,,,,,,,,
59fa3f3705d1d60001f149da,familiarity-question,11.0,fq,prolific full,completed,,,,100.0,,How familiar are you with the medical test results like the ones discussed in the survey?,1,,5930.0,5930.0,2026-04-21T16:39:56.564Z,2026-04-21T16:40:02.494Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,
59fa3f3705d1d60001f149da,familiarity-question,11.0,windowEvents,prolific full,,,,,,,,"{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":31,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}",,,,,,,,,
59fa3f3705d1d60001f149da,disclaimer,12.0,,prolific full,completed,,,,100.0,,,,,3130.0,3130.0,2026-04-21T16:40:02.876Z,2026-04-21T16:40:06.006Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""thanks"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,disclaimer,12.0,windowEvents,prolific full,,,,,,,,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":14,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}",,,,,,,,,
59fa3f3705d1d60001f149da,$graph-literacy-scale.components.Q5,13.0,res-Q5,prolific full,completed,,,,100.0,Here is some information about an imaginary disease called Adeolitis.,Approximately what percentage of people had Adeolitis in the year 2000?___%,20,20,13370.0,13370.0,2026-04-21T16:40:06.205Z,2026-04-21T16:40:19.575Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""chartType"": ""line""
}"
59fa3f3705d1d60001f149da,$graph-literacy-scale.components.Q5,13.0,windowEvents,prolific full,,,,,,,,"{""focus"":2,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":26,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}",,,,,,,,,
59fa3f3705d1d60001f149da,$graph-literacy-scale.components.Q6,14.0,res-Q6,prolific full,completed,,,,100.0,Here is some information about an imaginary disease called Adeolitis.,When was the increase in the percentage of people with Adeolitis higher?,Increase was the same in both intervals,Increase was the same in both intervals,22557.0,22557.0,2026-04-21T16:40:19.895Z,2026-04-21T16:40:42.452Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""chartType"": ""line""
}"
59fa3f3705d1d60001f149da,$graph-literacy-scale.components.Q6,14.0,windowEvents,prolific full,,,,,,,,"{""focus"":3,""input"":2,""keydown"":0,""keyup"":0,""mousemove"":29,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}",,,,,,,,,
59fa3f3705d1d60001f149da,$graph-literacy-scale.components.Q7,15.0,res-Q7,prolific full,completed,,,,100.0,Here is some information about an imaginary disease called Adeolitis.,"According to your best guess, what will the percentage of people with Adeolitis be in the year 2010?___%",25,24,8314.0,8314.0,2026-04-21T16:40:42.766Z,2026-04-21T16:40:51.080Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""chartType"": ""line""
}"
59fa3f3705d1d60001f149da,$graph-literacy-scale.components.Q7,15.0,windowEvents,prolific full,,,,,,,,"{""focus"":2,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":11,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}",,,,,,,,,
59fa3f3705d1d60001f149da,$graph-literacy-scale.components.Q8,16.0,res-Q8,prolific full,completed,,,,100.0,The following figure shows the number of men and women among patients with disease X. The total number of circles is 100.,"Of 100 patients with disease X, how many are women? ___ women",40,40,36124.0,36124.0,2026-04-21T16:40:51.312Z,2026-04-21T16:41:27.436Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""chartType"": ""icon""
}"
59fa3f3705d1d60001f149da,$graph-literacy-scale.components.Q8,16.0,windowEvents,prolific full,,,,,,,,"{""focus"":4,""input"":1,""keydown"":2,""keyup"":1,""mousemove"":109,""mousedown"":21,""mouseup"":21,""resize"":0,""scroll"":0,""visibility"":0}",,,,,,,,,
59fa3f3705d1d60001f149da,$graph-literacy-scale.components.Q9,17.0,res-Q9,prolific full,completed,,,,100.0,The following figure shows the number of men and women among patients with disease X. The total number of circles is 100.,How many more men than women are there among 100 patients with disease X? ___ men,20,20,10395.0,10395.0,2026-04-21T16:41:27.877Z,2026-04-21T16:41:38.272Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""chartType"": ""icon""
}"
59fa3f3705d1d60001f149da,$graph-literacy-scale.components.Q9,17.0,windowEvents,prolific full,,,,,,,,"{""focus"":1,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":17,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}",,,,,,,,,
59fa3f3705d1d60001f149da,$graph-literacy-scale.components.Q11,18.0,res-Q11,prolific full,completed,,,,100.0,"In the newspaper you see two advertisements, one on page 15 and another on page 17. Each is for a different treatment of psoriasis, and each includes a graph showing the effectiveness of the treatment over time.",Which of the treatments contributes to a larger decrease in the percentage of sick patients?,Nopsorian,Can't say,22521.0,22521.0,2026-04-21T16:41:38.564Z,2026-04-21T16:42:01.085Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""chartType"": ""line""
}"
59fa3f3705d1d60001f149da,$graph-literacy-scale.components.Q11,18.0,windowEvents,prolific full,,,,,,,,"{""focus"":3,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":33,""mousedown"":3,""mouseup"":2,""resize"":0,""scroll"":6,""visibility"":0}",,,,,,,,,
59fa3f3705d1d60001f149da,$graph-literacy-scale.components.Q13,19.0,res-Q13,prolific full,completed,,,,100.0,Here is some information about cancer therapies.,What is the percentage of cancer patients who die after chemotherapy? ___%,5,5,13041.0,13041.0,2026-04-21T16:42:01.349Z,2026-04-21T16:42:14.390Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""chartType"": ""bar""
}"
59fa3f3705d1d60001f149da,$graph-literacy-scale.components.Q13,19.0,windowEvents,prolific full,,,,,,,,"{""focus"":1,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":17,""mousedown"":1,""mouseup"":2,""resize"":0,""scroll"":1,""visibility"":0}",,,,,,,,,
59fa3f3705d1d60001f149da,thanks,20.0,,prolific full,completed,,,,100.0,,,,,394013.0,6848.0,2026-04-21T16:42:14.666Z,2026-04-21T16:48:48.679Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""thanks"",
  ""trackTime"": true
}"
59fa3f3705d1d60001f149da,thanks,20.0,windowEvents,prolific full,,,,,,,,"{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":18,""mousedown"":2,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":2}",,,,,,,,,
5aad4225811b2000016f6ed1,participantTags,,participantTags,prolific full,,,,,,,,[],,,,,,,,,
5aad4225811b2000016f6ed1,introduction,0.0,prolificId,prolific full,completed,,,,100.0,,Please enter your Prolific ID,5aad4225811b2000016f6ed1,,271390.0,271390.0,2026-04-21T16:35:24.554Z,2026-04-21T16:39:55.944Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""introduction"",
  ""trackTime"": true
}"
5aad4225811b2000016f6ed1,introduction,0.0,windowEvents,prolific full,,,,,,,,"{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":6,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}",,,,,,,,,
5aad4225811b2000016f6ed1,Platelet_slightly_simple,1.0,Platelet_slightly_simple_alarming,prolific full,completed,,,,100.0,,How alarming does this platelet count result feel to you?,5,,33876.0,33876.0,2026-04-21T16:39:56.046Z,2026-04-21T16:40:29.922Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""Platelet_slightly_simple"",
  ""trackTime"": true
}"
5aad4225811b2000016f6ed1,Platelet_slightly_simple,1.0,Platelet_slightly_simple_urgency,prolific full,completed,,,,100.0,,How urgent of an issue is this platelet count result?,4,,33876.0,33876.0,2026-04-21T16:39:56.046Z,2026-04-21T16:40:29.922Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""Platelet_slightly_simple"",
  ""trackTime"": true
}"
5aad4225811b2000016f6ed1,Platelet_slightly_simple,1.0,Platelet_slightly_simple_action,prolific full,completed,,,,100.0,,Which of the following best describes what you would do in response to your platelet count test result?,Ask to see your doctor at the first available appointment,,33876.0,33876.0,2026-04-21T16:39:56.046Z,2026-04-21T16:40:29.922Z,,,36089c66f638dd341e0306766de015d1e50efe153b684fc8944fd96953507d11,"{
  ""taskId"": ""Platelet_slightly_simple"",
  ""trackTime"": true
}"
5aad4225811b2000016f6ed1,Platelet_slightly_simple,1.0,windowEvents,prolific full,,,,,,,,"{""focus"":4,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":42,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":0,""visibility"":0}",,,,,,,,,
